caption,commentsCount,likesCount,ownerFullName,ownerUsername,type,url,videoDuration,videoPlayCount
"❓ Sizga hayitlikni tanlash uchun hech imkon berilganmi?

Biz bersak-chi?

🎁 Ramazon Hayiti munosabati bilan Mohirdev platformasidan kurs xarid qilganlarga quyidagi kurslardan ikkitasini sovgʻa qilamiz:
— Leonardo AI; 
— Git Asoslari; 
— Mukammal Telegram Bot; 
— Prompt Engineering.

🤩 Hayitlikni 10-apreldan 17-aprelgacha yangi kurs xarid qilganingizda olishingiz mumkin.

Xullas, qaysi kurslarni tanlashni oʻylayvering.",24,153,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Image,https://www.instagram.com/p/C5gQ5RpKQME/,,
Dasturlashni nima uchun oʻrganganligingizning sababini izohlarda yozib qoldiring.,50,407,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C5TH5xwKpbC/,32.7,12106.0
"Dasturchilikda sizni nima ilhomlantiradi?

Javobingizni izohlarda yozib qoldiring!",23,373,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C5V15v4q8Mg/,11.811,10644.0
"👆 O’rning qayerdaligini bilishni istaysanmi? 

🛸 ASTRUMDA!",15,146,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C9sDo3dN78d/,10.4,7961.0
"Sunʻiy intellektni oʻrganish kerakmi?

«Data science va Sunʻiy intellekt» kursi haqida batafsil maʻlumot olish uchun izohlarda «AI» soʻzini yozib qoldiring.",424,1760,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C5Iwa3MqwIk/,24.458,46684.0
"Do'stlaringizni toʻgʻri tanlang!

Suhbatning to'liq qismi tez kunda YouTube sahifamizda!

@najottalim",128,11540,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C8Jqvq7OVbS/,44.533,382307.0
Javoblaringizni izohlarda yozib qoldiring!,160,1779,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C5LgD2_K3oI/,16.68,34102.0
"Diqqat, muhim eʻlon!

Frontend React kursi 22-mart kuni onlayn taqdim qilinishini aytgan edik.

🤩 Ammo kurs taqdimotini katta masshtabda oflayn tashkil qilishni reja qilib, taqdimotni 23-mart, soat 11:00 ga qoldirdik.

Taqdimot davomida:

— soha ekspertlaridan master-klass;
— kurs taqdimoti;
— tadbir qatnashchilariga maxsus bonuslar qismi;
— netvorking boʻlib oʻtadi.

🗓 Qachon: 23-mart, shanba, soat 11:00
📍 Qayerda: Mohirdev ofisi

Taqdimotda qatnashish uchun izohlarda “frontend” so’zini qoldiring

Joylar soni chegaralangan!",34,107,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Image,https://www.instagram.com/p/C4scr8yqsIl/,,
"🎓 Astrumda o‘qish – bu muvaffaqiyat garovi!

👆 Bizning mentorlarimiz talabalarimizga o‘z bilimlarini mukammal yetkazishadi.

💻 A’lo sharoit va ilg‘or texnologiyalar bilan ta’minlangan dars xonalarimiz!",9,164,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C9M38gnubuw/,24.3,4554.0
"💥 23-mart, shanba kuni, soat 11:00 da bo’lib o’tadigan Frontend ReactJS taqdimotiga ro’yxatdan o’ting.

Taqdimot davomida:

— soha ekspertlaridan master-klass;
— kurs taqdimoti;
— tadbir qatnashchilariga maxsus bonuslar qismi;
— netvorking boʻlib oʻtadi.
 
Izohda “frontend” so’zini qoldiring, va ro’yxatdan o’tish uchun link yuboramiz.",93,942,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C4urKmAqU0D/,48.566,19502.0
"Reklamangiz rostdan natija beryaptimi oʻzi?

❗️ Agar ROAS’ni tekshirmasangiz, “biznesim jar yoqasida” deyavering. Chunki busiz byudjetni reklamaga emas, havoga sovurib yuborish hech gap emas!

⬆️ ROAS’ni hisoblash va reklama byudjetingiz holatini tekshirish usulini posterda koʻrib oling. 

Marketing boʻyicha koʻproq layf-haklar olishni istasangiz, izohda #foydali deb yozib qoʻying😉",10,197,SPACE ACADEMY,spaceacademy.uz,Sidecar,https://www.instagram.com/p/C2R-s5YNgB6/,,
"💥 23-mart, shanba kuni, soat 11:00 da bo’lib o’tadigan Frontend ReactJS oflayn taqdimotiga ro’yxatdan o’ting.

Taqdimot davomida:

— soha ekspertlaridan master-klass;
— kurs taqdimoti;
— tadbir qatnashchilariga maxsus bonuslar qismi;
— netvorking boʻlib oʻtadi.
 
Izohda “frontend” so’zini qoldiring, va ro’yxatdan o’tish uchun link yuboramiz.",78,1714,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C4xT6hHqoY0/,52.033,27329.0
"📣 Xabarnomani yoqing, sanani saqlab qo’ying: 22-mart, MohirDev.

Izohda “frontend” so’zini qoldiring va ReactJS kursi taqdimotiga ro’yxatdan o’ting",113,393,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C4nnt1BKncl/,43.766,10674.0
"Qizim bilan AyTini o’rgandim!

Tez kunda...",192,1558,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C8CWLsrtNux/,87.5,43245.0
👋 “Hello world” - eng kuchli mutaxassislar ham dasturlashni shundan boshlashgan.,1193,1661,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C5DoTAxq1lg/,5.666,50665.0
"📚 Успеваемость и усвояемость материалов важна и именно поэтому в Академии есть электронный дневник MYSTAT 

С MYSTAT у вас все необходимое под рукой:
✅ Материалы для обучения - доступ к учебным ресурсам и заданиям в любое время и из любой точки мира.
✅ Удобная сдача домашних работ - отправляйте задания онлайн, экономя время и упрощая процесс обучения.
✅ Контроль успеваемости - следите за своими оценками, рейтингом в потоке и улучшайте свои результаты.

✨ А еще,наши студенты зарабатывают кристаллы и коины, которые можно обменивать на классный мерч от IT STEP!

Мы за удобство учебных записей без бесконечных тетрадок и книг! 🌟💻✨",0,14,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Image,https://www.instagram.com/p/C2wPoZrxjhl/,,
"🔔 Astrum’da barcha kurslarga 80% chegirma!

Yana playstation 5 ham o’z o’rniga qaytmoqda! Kursga qabul qilinganlar esa o’zlari bilan bir dona Mac olib ketishlari mumkin!

📹 Batafsil ma’lumot uchun videoni tomosha qiling!

Ha, aytgancha, bugungi kun haqida bilasiz-a? 😊

Albatta bu hazil❗️",51,411,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C5NbFqjtnHb/,33.133,9603.0
"Dasturlashni oson o'rganish yo'li bilan tanishing!

Dasturlash sohasini o'rganish davomida ko'plab qiyinchiliklarga duch kelish tabiiy, lekin ana shu qiyinchiliklarni yengib o'tolsangiz, marra sizniki. 

💥 Ushbu postda dasturlashga qiziquvchilar uchun qiziqarli bir usul ko'rsatdik. Dasturlashni o'rganmoqchi bo'lsangiz, «Najot Ta'lim»da tajribali ustozlardan ta'lim oling va muvaffaqiyatli karyera boshlang.

Ro'yxatdan o'tish uchun izohda ➕ qoldiring",13,404,Dasturlash | Dizayn | Marketing,najottalim,Sidecar,https://www.instagram.com/p/C8MLcUPN9EO/,,
"Kim ko‘p ekanligini “layk” va “yuborish” tugmalari sonidan bilib olamiz!

O‘z kasbdoshlaringizni qo‘llab-quvvatlang!",192,1878,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C7_X1OvNo2o/,9.6,38781.0
"Cisco CCNA sertifikati haqida bilasizmi?

♻️ CCNA sertifikati —  bu IT sohasidagi tarmoq yoki tizim administratori, kiberxavfsizlik mutaxassisi kabi ko’plab kasb egalari uchun muhim bo’lgan bilimlarni tasdiqlovchi sertifikatdir! 

Ushbu sertifikatni olish uchun xuddi IELTS kabi maxsus test markazlarida 300$ to’lov qilib imtihon topshirishingiz talab qilinadi 🔖

🤗 Agar siz bu kursni Astrum’da o’qisangiz, imtihondan 80% dan yuqori natijaga erishsangiz, imtihon xarajatlaringiz Astrum tomonidan to’liq qoplab beriladi.   

Siz ham tarmoq texnologiyalarining fundamental bilimlarga ega bo’lib IT sohasida o’z o’rningizni egallashni istasangiz, hoziroq kursga ro’yxatdan o’ting!",20,175,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C5I5ZdZt85j/,41.766,4785.0
"Делимся крутыми работами ребят по созданию игр🤩

Студенты Малой Академии IT STEP осваивают навыки программирования, создания игр, работы с робототехникой и другими интересными областями IT. 

🧑‍💻 Учебная программа стимулирует креативность и практическое применение знаний, помогая молодым специалистам стать уверенными в мире технологий и готовыми к созданию инновационных решений.

✅ Хотите, чтобы ваш ребенок не просто играл в игры, а мог их создавать и развиваться в IT сфере?
Оставляйте «+» в комментариях и мы расскажем вам подробнее о программе.",6,74,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Sidecar,https://www.instagram.com/p/C2esgfHNmEW/,,
"Efirda Mohirdev yangiliklari

Endi siz progresingizni kuzatib, kursni qanchalik tugatganligingizni koʻrib tura olasiz.

🤔 Bu sizga nima beradi?

1. Oʻsishni koʻrib, bajarilgan ishdan rohatlanasiz va kursni tugatishga intilasiz.

2. Qaysi modul koʻproq kuch talab qilishini bilganingiz uchun vaqtingizni toʻgʻri taqsimlay boshlaysiz.

3. Agar qaysidir modulni uzoq oʻrganayotganingizni bilsangiz, yondashuvingizni oʻzgartirasiz yoki koʻproq vaqt ajrata boshlaysiz.

4. Jamoamiz ham sizning oʻsishingizni kuzatib boradi va zarur hollarda sizga tezroq koʻmak beradi.

Qolganini videoda bilib olasiz.",25,228,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C-F45qMqOaX/,91.84,7388.0
"Начните свою карьеру в IT в Академии IT STEP ✅

- Front-End разработка;
- Back-End разработка;
- Графический| UI/UX дизайн;
- Дизайн интерьера;
- Сетевое администрирование.

Только до 31 января вы сможете записаться по выгодной цене.
Оставляйте «+» в комментариях и мы расскажем про обучение",8,67,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Video,https://www.instagram.com/p/C2RaswGN7HX/,11.344,4559.0
"Bolaning ijtimoiylashuvi bilan bog’liq muammolar, maktabda samaradorlikning pasayishi va boshqalar. Ota-onalar ko’pincha bunday muammolarga duch kelishadi. Ammo eng keng tarqalgan muammolardan biri bu ikkinchi smenadagi darslar😲

Ushbu jadval tufayli qo’shimcha kurslarga borish juda qiyin💻

Aynan sizga bzining ertalabki dasturlash kursimiz yordam beradi, chunki u nafaqat maktabdan tashqari o’rganishni, mantiqni rivojlantirishni va muammolarni nostandart tarzda hal qilishni rag’batlantiradi, balki bolalarning tengdoshlari orasida muloqot qilishiga ham yordam beradi😎

Ochiq darslarimizda o‘zingizni sinab ko‘ring.
Ro’yxatdan o’tish uchun izohlarda «+» belgisini qoldiring yoki bizga xabar yozing. Va biz sizni ro’yxatdan o’tqazamiz😉
———

Проблемы с социализацией ребёнка, снижение эффективности в школе и многое другое. С такими проблемами чаще всего приходят родители. Но одна из самых частых проблем – обучение в школе во вторую смену😲

Из-за такого графика довольно тяжело ходить на дополнительные развивающие курсы💻

Именно здесь помогает наш утренний курс по программированию, ведь он не только стимулирует учёбу в школе, развивая логику и решение задач нестандартным путём, но и помогает ребятам социализироваться среди сверстников😎

Убедитесь в этом сами, на нашей открытой лекции.
Для записи – просто оставляйте «+» в комментариях или напишите нам сообщение. И мы запишем вас😉",3,108,Школа программирования,itacademy_uz,Video,https://www.instagram.com/p/C3VCFp4tKrE/,48.633,32977.0
"🚀 «А может Ваш ребенок будущий Билл Гейтс? 🌟

Давайте сделаем первый шаг в создание будущего гения IT! 🚀 Мы приглашаем юных умельцев от 9 до 14 лет в Малую Компьютерную Академию IT STEP.

✅ Маленькие гении будут изучать программирование, дизайн, создание игр, робототехнику, создавать свои первые проекты и обзаводиться навыками, которые могут сделать их будущими лидерами в мире IT.

👾 Подготовьте ребенка к цифровому будущему с IT STEP! 

Записывайтесь прямо сейчас, и дайте шанс ребенку воплотить свои самые смелые IT-мечты!",13,65,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Video,https://www.instagram.com/p/C2zdCcLtE_J/,27.066,7254.0
"Yaponiyadagi Astrum bitiruvchisi!

🔥 Bugun Yaponiyada 3 oylik amaliyot dasturida amaliyot qilayotgan, shu bilan birga oliy ta'limda ham tahsil olayotgan Saidov Saidahror bilan tanishamiz! 

Yuqoridagi video orqali Saidahrorning hozirgi faoliyati haqida batafsilroq bilib olishingiz mumkin!

⚡️Sizni ham Yaponiyaga taklif qilamiz! Buning uchun Astrum'da tezroq o'qishni boshlang!",12,221,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C5D8gxBP2PQ/,39.6,5638.0
"🎨 Делимся работами будущих великих дизайнеров интерьера 

🏠 Студенты нашего направления по дизайну интерьера создают удивительные работы, превращая пространства в настоящие произведения искусства! 

👉 Интересный факт: дизайн интерьера - это не просто о красивых обоях, это о создании атмосферы и визуальной гармонии в каждой комнате!

🚀 Хотите раскрыть свой талант и стать настоящим профи в дизайне интерьера? IT STEP - ваше место! 

Записывайтесь и открывайте новые горизонты в мире дизайна! 🎉✨

☎️+99878 113-33-43
📍Ул. Истикбол, 14",0,37,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Sidecar,https://www.instagram.com/p/C2r1N6WtXAY/,,
"Kiberxavfsizlik xodimi o'zi kim?

Internet yaratildi ➡️ rivojlanyapti ➡️ xavflar paydo bo'lyapti

Kiberxavfsizlik ham mana shu fonda so'nggi 50 yil ichida jadal rivojlanib kelyapti. 

Bugun raqamli texnologiya davrining eng muhim kasblaridan biri kiberxavfsizlik xodimi haqida batafsil ma'lumotga ega bo'lishingiz mumkin

📌 Kibertahdidlarni oldini oladi
📌 Kompyuteringiz xavfsizligini ta'minlaydi
📌 Turli xil kiberhujumlarga qarshi kurashadi
📌 Shaxsiy ma'lumotlaringiz tarqalib ketmasligi uchun maksimal harakat qiladi

✅ Siz ham bu sohaning professionali bo'lishingiz mumkin!

Siz va kiberxavfsizlik xodimi bo'lishni istagan yaqinlaringizni Astrum'ga taklif qilamiz!",3,76,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Image,https://www.instagram.com/p/C5LfYSzMskM/,,
"Onamning yuzi yorug’ bo’ldi!

Tez kunda...",138,1766,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C8EnhEuNNuj/,65.866,42691.0
"Keling, Xorazmni o‘zida sifatli ta’lim oling!

Kurslarga ro‘yxatdan o‘tish uchun izohda ➕ belgisini qoldiring",32,314,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C8Hh9x6txbN/,37.7,12452.0
"🚀 Новый год - это время новых начинаний и важных решений! Начните этот год правильно, вложившись в своё будущее. А что может быть лучше, чем карьера в IT-индустрии? 💡🌐

💻 В Академии открыт набор на следующие направления :
• Front-End разработка на JavaScript 
• Back-End разработка на Python 
• Графический| UX/UI дизайн 
• Дизайн интерьера 
• Системное администрирование 

🌟 Не упустите шанс стать частью мира IT! 

До 15 января у вас есть возможность записаться со специальной скидкой. 

Перед вами целый мир возможностей, который мы поможем вам освоить! 🚀🎓✨

Оставляйте любой смайлик в комментариях и наш менеджер расскажет подробнее о направлениях",16,25,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Image,https://www.instagram.com/p/C1wq4UTtvJ5/,,
"Front-end и back-end - две ключевые области в веб-разработке. 💾

👉 Front-end - это то, что видит пользователь: дизайн, интерфейс, взаимодействие. Это HTML, CSS, JavaScript. Если вы любите создавать красивые и удобные пользовательские интерфейсы - выбирайте front-end.

👉 Back-end - скрытое, но важное. Это серверная часть, базы данных, обработка информации. Используются языки программирования, такие как Python, PHP. Если вы увлечены работой с данными, безопасностью и архитектурой приложений - ваш выбор back-end.

Ну а если сложно определиться, мы с радостью поможем найти то, что подойдет именно Вам

☎️+99878 113-33-43
📍Ул. Истикбол, 14",1,205,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Image,https://www.instagram.com/p/C2cKdndNjWW/,,
"Mohirdevda kurslar qanday yaratiladi? 2-qism

😉 Jamoadoshlarimiz yaxshi fikrlar aytishgan. Bir eshiting-da.

👉🏻 Birinchi qismni ozgina oldin yuklagan edik.",23,245,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C9kOtStqQtj/,58.0,9454.0
"IT specialists, do you want to work remotely in the USA?

Actually, many of you say ""yes"" to that question. If you desire:

📌 For learning about the USA life for IT specialist
📌 For opening the secrets of working remotely in USA
📌 And for being full with motivation, come to our ""guest lecture"" in Astrum

🌟 Zarina Zaynutdinova is our guest lecturer. You can discover anything about magic USA in there. To participate just write ""+"" in the comment section",1,89,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C4sV1pVOT6M/,28.733,3415.0
"Dasturchi sifatida qaysi mamlakatlarda ishlash mumkin?

Dasturchilar istalgan davlatida frilanser sifatida daromad topa oladilar ✅

‼️ Ammo  ham “offline”, ham “online” ish tartibida ishlash uchun sayohatbop davlatlarda karyera qilishning zavqi boshqacha. Lekin baribir jonajon yurtimizga birorta davlat yetmaydi)

Demak, dasturchilar uchun eng top 3 ta davlat ro’yxatini sizlarga taqdim qilmoqchimiz. Yuqoridagi suratlarda bu mamlakatlar va ulardagi qulayliklar haqida batafsil tanishishingiz mumkin!

✈️ Siz qaysi davlatda ishlagan bo’lardingiz? Izohlarda qoldiring!",3,70,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Sidecar,https://www.instagram.com/p/C5GjmWuNmF3/,,
"🎯 SMM sohasi vakillari uchun maxsus

Ushbu postda o’zbek xalq maqollari orasidan SMM-menejerlarga atalganlarini saralab, sizlarga ham ilindik. 

SMM sohasiga qiziqayotganlar bo’lsa, «Najot Ta’lim» SMM Pro kursiga qabul ochiq, kelaverasiz )

Ro’yxatdan o’tish uchun izohda “SMM” so’zini yozib qoldiring.",53,586,Dasturlash | Dizayn | Marketing,najottalim,Sidecar,https://www.instagram.com/p/C73-zPRtbBM/,,
"🙌 Сетевое администрирование – это ключевая область в IT, востребованная компаниями любого масштаба, от небольших стартапов до крупных корпораций. 

В Академии вы можете получить все необходимые знания для работы в этой области 

👉 А еще:

• Практические навыки: учебные программы построены на основе актуальных требований рынка и включают в себя практические задания, чтобы вы смогли немедленно применить полученные знания на практике.
• Экспертное обучение: наши преподаватели - опытные специалисты в сфере IT, готовые поделиться знаниями и передать лучшие практики.
• Возможность трудоустройства: наш карьерный центр активно сотрудничает с ведущими компаниями, что открывает двери карьерного роста для выпускников.

Листайте карусель, чтобы узнать кем можно работать после окончания этого направления 🤩",4,16,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Sidecar,https://www.instagram.com/p/C2Zujx5tvJ7/,,
"Три года пролетели как одно мгновение 🫣
И вот наши уже не малыши получили свои дипломы 

🧑‍💻 За три года они научились многому: программировать на разных языках, создавать игры, работать в графических редакторах, презентовать свои проекты и это только самая малость приобретенных ими навыков в Малой Академии 🥹

Мы гордимся каждым ребенком, их работами и всегда ждём вновь на занятиях, но уже профессиональных направлений",0,70,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Video,https://www.instagram.com/p/C2MzvP6N4JU/,40.866,3783.0
"🤔 AyTi sohasida koʻpchilikni taniysizmi?

Unda, videodagi izohlar kim haqida boʻlishi mumkin? Topib koʻring-chi.👇",9,146,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Sidecar,https://www.instagram.com/p/C4lSVS-q9AE/,,
"Siz qanday fikrdasiz?

Fikrlaringizni izohlarda kutib qolamiz📌

Agarda siz ham zamonaviy kasblarni professional ustozlardan o’rganmoqchi bo’lsangiz, hoziroq izohlarda “➕” belgisini qoldiring!",8,62,Let’s Animate oʻquv markazi,letsanimateuz,Video,https://www.instagram.com/p/C6ooYgbNzXB/,53.633,3507.0
"Как прошло приключение на шоколадной фабрике

👉 IT квест для детей был захватывающим приключением, наполненным разнообразными заданиями и загадками. 

Маленькие участники прошли через серию интересных испытаний, где развивали свои навыки в программировании, дизайне и создании игр. 

🎁 За каждое успешно выполненное задание дети получали билетики, которые потом обменивали на заслуженные подарки, создавая незабываемые воспоминания об этом увлекательном путешествии в мир информационных технологий.",2,66,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Video,https://www.instagram.com/p/C1rfkjoNtRE/,46.233,3131.0
"Siz ham zamonaviy kasblarni o‘rganishni va shu kabi musobaqalarda qatnashishni istasangiz, izohda “+” belgisini qoldiring.",24,517,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C74K257NGln/,45.8,18368.0
Dasturlash kurslariga ro‘yxatdan o‘tish uchun izohda ➕ belgisini qoldiring.,143,951,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C7zPnERt3GY/,43.8,26582.0
Yaponlar nega o’z joniga suiqasd qilishadi?,10,291,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C7zBg0eNZsH/,71.166,12559.0
"Bunga nima deysiz😁

Hech kim qolib ketmaydi. Hamma IT o’rganayotganlar bu holat bilan duch keladi 🫣

Doim shunday holatga tushib yuradigan do’stingizga yuborib qo’ying ✈️",7,92,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Image,https://www.instagram.com/p/C5JLxd3tybi/,,
"50% imtiyoz beruvchi IT kurs!

❗️Maktab, litsey yoki kollejda ishlaydigan Informatika o'qituvchilari uchun muhim xabar! Astrum Academy'da:

📌 Oylikga 50% imtiyoz beruvchi
📌 Kasbiy malaka oshiruvchi
📌 Bilimlaringizni rivojlantiruvchi IT Educator kursiga qabul start olgan!

Tezroq ro'yxatdan o'ting! Va prezident qarorida ko'rsatilgan imtiyozlarga ega bo'ling!

Kursga yozilish uchun izohlarda ""+"" qoldirsangiz kifoya!",15,162,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C5BbHTjJ9M7/,35.2,4356.0
"👩‍💻 Stack Overflow so’rovnomasiga ko’ra React eng ommabop texnologiya hisoblanadi

👩‍💻 React haqida yana qanday faktlarni bilasiz? Izohlarda yozib qoldiring👉",1,159,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Sidecar,https://www.instagram.com/p/C4f3iYzKrL3/,,
"«Najot Ta’lim»ning Urganch filialida dasturlash, dizayn va marketing bo‘yicha ilk darslar boshlandi.

Darslarga qo‘shilish uchun izohda ➕ belgisini qoldiring.",99,880,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C7mTejdt9Oj/,46.4,93638.0
"Dangasalikni qanday yengsam boʻladi?

💥 Bunga barham berish uchun 5 ta yapon texnikasi bilan tanishib chiqamiz",11,424,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Sidecar,https://www.instagram.com/p/C4H0Hltq03J/,,
"3 yil oʻtibdi ...

Qisqacha biz raqamlarda",1,140,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Sidecar,https://www.instagram.com/p/C-DNVJUq5V-/,,
"Amerikada ishlashni istaganlar uchun zo'r imkoniyat!

Agar siz sehrli diyor Amerikaga borib ishlashni, u yerda yaxshigina karyera qurib rivojlanishni istasangiz, demak, bu galgi ""guest lecture""ga albatta kelishingiz kerak ✅

👌 Bu borada yirik tajribaga ega Zarina Zaynutdinova bilan Astrum'da ochiq suhbat sizni kutmoqda!

Qatnashishni istaganlar, hoziroq izohlarda ""+"" belgisini qoldiring!",1,91,Astrum - Biz yangi yulduzlarni kashf etamiz,astrumuz,Video,https://www.instagram.com/p/C4sUrFHBmTj/,25.2,3644.0
"🔥 MohirDevdan “surpriz”ga tayyormisiz? 

Bizni kuzatib boring, bugun sizga ajoyib yangiligimiz bor.",15,205,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C4mqUw3qWdY/,22.066,8475.0
"“AI Hackathon 2024” gʻoliblari aniqlandi

🔥 MohirDev va ML Community hamkorligida 16-18 Fevral kunlari sunʼiy intellekt xakatoni boʻlib oʻtdi. 

🏆 Umumiy 92 jamoadan 14 tasi saralab olindi. Ular ichidan kuchli 3 ta oʻrinni esa quyidagi jamoalar egalladi:

🥇 1-oʻrin: Shifo AI
🥈 2-oʻrin: Data Dreamers
🥉 3-oʻrin: ICEMEDAI

⚡️ Bundan tashqari gʻolib jamoalarga oʻz loyihalarini hayotga tatbiq etishda ham amaliy yordam beriladi.

🚀 Gʻoliblar va ularning loyihalari bilan esa sizni keyingi postlarda tanishtirib oʻtamiz",14,325,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C3iL3qyqGwI/,85.866,10871.0
"Kursni tugatganingizdan keyin sizni kutayotgan sertifikatlarning yangi dizayni.

Darslarni tugating, o‘zingiznikini yuklab oling.

😉 Instagramda maqtanib, bizni belgilab ketishni unutmang.",7,104,O‘zbekistondagi yetakchi onlayn ta’lim platforma,mohirdev,Video,https://www.instagram.com/p/C-VLTauKq7n/,18.166,6055.0
"Vaqtingizdan unumli foydalaning!

Dasturlash, dizayn va marketing sohalarini «Najot Ta’lim»da o‘rganing.

Barcha kurslarga qabul ochiq!
Ro‘yxatdan o‘tish uchun izohda ➕ belgisini qoldiring.",39,1147,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C7j8tWKNNqZ/,35.08,26581.0
"Думаете, кодинг – это только для парней? Давайте разрушим этот миф, девочки! 💻💪 

Да, IT – это стильно, увлекательно и, главное, ваш путь к бескрайним возможностям. Начинайте свое IT-путешествие прямо сейчас с IT STEP",5,147,ОБУЧЕНИЕ ПРОГРАММИРОВАНИЮ И ДИЗАЙНУ В ТАШКЕНТЕ,itstep.tashkent,Video,https://www.instagram.com/p/C2rUzRfNbyW/,7.8,10899.0
"Kasb tanlashda ikkilanayotgan bo’lsangiz, bu videoni albatta ko’ring!

«Najot Ta’lim»dagi kurslarga ro‘yxatdan o‘tish uchun izohda «Kelajak» so‘zini yozib qoldiring.",42,510,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C7l8M1tN43i/,85.566,27940.0
"Yangi mavsumda biz bilan birgamisiz?

Zamonaviy kasblarni har hafta sizga kerakli tadbirlar o‘tkazadigan markazda o‘rganishni istasangiz, izohda ➕ belgisini qoldiring.",72,510,Dasturlash | Dizayn | Marketing,najottalim,Video,https://www.instagram.com/p/C7lX_K1NfCV/,47.36,17960.0
